Audiofile,start,end,class
test.wav,120.09,120.1,background
test.wav,120.1,120.11,foreground
test.wav,120.11,120.12,background
test.wav,120.12,120.16,foreground
test.wav,120.16,120.17,background
test.wav,120.17,120.24,foreground
test.wav,120.24,120.25,background
test.wav,120.25,120.49,foreground
test.wav,120.49,120.5,background
test.wav,120.5,120.53,foreground
test.wav,120.53,120.57,background
test.wav,120.57,120.68,foreground
test.wav,120.68,120.69,background
test.wav,120.69,124.38,foreground
test.wav,124.38,124.4,background
test.wav,124.4,124.43,foreground
test.wav,124.43,124.49,background
test.wav,124.49,124.64,foreground
test.wav,124.64,124.65,background
test.wav,124.65,125.12,foreground
test.wav,125.12,125.13,background
test.wav,125.13,125.15,foreground
test.wav,125.15,125.16,background
test.wav,125.16,125.17,foreground
test.wav,125.17,125.19,background
test.wav,125.19,125.32,foreground
test.wav,125.32,125.33,background
test.wav,125.33,125.34,foreground
test.wav,125.34,125.47,background
test.wav,125.47,125.49,foreground
test.wav,125.49,125.51,background
test.wav,125.51,125.52,foreground
test.wav,125.52,125.53,background
test.wav,125.53,125.6,foreground
test.wav,125.6,125.61,background
test.wav,125.61,125.62,foreground
test.wav,125.62,125.63,background
test.wav,125.63,125.94,foreground
test.wav,125.94,125.97,background
test.wav,125.97,125.99,foreground
test.wav,125.99,126.0,background
test.wav,126.0,126.05,foreground
test.wav,126.05,126.16,background
test.wav,126.16,126.17,foreground
test.wav,126.17,126.18,background
test.wav,126.18,126.19,foreground
test.wav,126.19,126.2,background
test.wav,126.2,126.26,foreground
test.wav,126.26,126.27,background
test.wav,126.27,126.28,foreground
test.wav,126.28,126.3,background
test.wav,126.3,126.32,foreground
test.wav,126.32,126.34,background
test.wav,126.34,126.39,foreground
test.wav,126.39,126.41,background
test.wav,126.41,126.72,foreground
test.wav,126.72,126.73,background
test.wav,126.73,126.81,foreground
test.wav,126.81,126.82,background
test.wav,126.82,126.84,foreground
test.wav,126.84,126.86,background
test.wav,126.86,126.87,foreground
test.wav,126.87,126.88,background
test.wav,126.88,126.89,foreground
test.wav,126.89,126.9,background
test.wav,126.9,126.91,foreground
test.wav,126.91,126.93,background
test.wav,126.93,126.95,foreground
test.wav,126.95,126.97,background
test.wav,126.97,127.85,foreground
test.wav,127.85,128.08,background
test.wav,128.08,128.16,foreground
test.wav,128.16,128.17,background
test.wav,128.17,128.94,foreground
test.wav,128.94,128.99,background
test.wav,128.99,129.03,foreground
test.wav,129.03,129.04,background
test.wav,129.04,129.55,foreground
test.wav,129.55,129.56,background
test.wav,129.56,129.73,foreground
test.wav,129.73,129.78,background
test.wav,129.78,129.79,foreground
test.wav,129.79,129.82,background
test.wav,129.82,129.83,foreground
test.wav,129.83,129.84,background
test.wav,129.84,130.33,foreground
test.wav,130.33,130.47,background
test.wav,130.47,130.48,foreground
test.wav,130.48,130.53,background
test.wav,130.53,130.54,foreground
test.wav,130.54,130.6,background
test.wav,130.6,130.62,foreground
test.wav,130.62,130.63,background
test.wav,130.63,130.65,foreground
test.wav,130.65,130.95,background
test.wav,130.95,130.96,foreground
test.wav,130.96,131.01,background
test.wav,131.01,133.02,foreground
test.wav,133.02,133.06,background
test.wav,133.06,134.73,foreground
test.wav,134.73,134.91,background
test.wav,134.91,135.07,foreground
test.wav,135.07,135.08,background
test.wav,135.08,135.91,foreground
test.wav,135.91,135.94,background
test.wav,135.94,135.97,foreground
test.wav,135.97,135.99,background
test.wav,135.99,136.18,foreground
test.wav,136.18,136.19,background
test.wav,136.19,136.3,foreground
test.wav,136.3,136.31,background
test.wav,136.31,136.71,foreground
test.wav,136.71,136.72,background
test.wav,136.72,140.3,foreground
test.wav,140.3,140.31,background
test.wav,140.31,140.78,foreground
test.wav,140.78,140.8,background
test.wav,140.8,141.0,foreground
test.wav,141.0,141.08,background
test.wav,141.08,141.34,foreground
test.wav,141.34,141.35,background
test.wav,141.35,141.36,foreground
test.wav,141.36,141.37,background
test.wav,141.37,141.79,foreground
test.wav,141.79,141.84,background
test.wav,141.84,141.85,foreground
test.wav,141.85,141.86,background
test.wav,141.86,141.94,foreground
test.wav,141.94,141.95,background
test.wav,141.95,143.47,foreground
test.wav,143.47,143.48,background
test.wav,143.48,143.67,foreground
test.wav,143.67,143.68,background
test.wav,143.68,143.69,foreground
test.wav,143.69,143.7,background
test.wav,143.7,144.0,foreground
test.wav,144.0,144.01,background
test.wav,144.01,144.19,foreground
test.wav,144.19,144.2,background
test.wav,144.2,144.22,foreground
test.wav,144.22,144.23,background
test.wav,144.23,144.25,foreground
test.wav,144.25,144.26,background
test.wav,144.26,145.92,foreground
test.wav,145.92,145.95,background
test.wav,145.95,145.97,foreground
test.wav,145.97,145.98,background
test.wav,145.98,146.05,foreground
test.wav,146.05,146.06,background
test.wav,146.06,146.1,foreground
test.wav,146.1,146.15,background
test.wav,146.15,146.17,foreground
test.wav,146.17,146.18,background
test.wav,146.18,147.74,foreground
test.wav,147.74,147.75,background
test.wav,147.75,148.83,foreground
test.wav,148.83,148.84,background
test.wav,148.84,150.79,foreground
test.wav,150.79,150.81,background
test.wav,150.81,150.82,foreground
test.wav,150.82,150.92,background
test.wav,150.92,151.03,foreground
test.wav,151.03,151.04,background
test.wav,151.04,151.12,foreground
test.wav,151.12,151.16,background
test.wav,151.16,151.21,foreground
test.wav,151.21,151.22,background
test.wav,151.22,151.6,foreground
test.wav,151.6,151.61,background
test.wav,151.61,151.73,foreground
test.wav,151.73,151.74,background
test.wav,151.74,151.86,foreground
test.wav,151.86,151.87,background
test.wav,151.87,152.11,foreground
test.wav,152.11,152.12,background
test.wav,152.12,152.24,foreground
test.wav,152.24,152.25,background
test.wav,152.25,152.26,foreground
test.wav,152.26,152.28,background
test.wav,152.28,152.34,foreground
test.wav,152.34,152.35,background
test.wav,152.35,153.11,foreground
test.wav,153.11,153.12,background
test.wav,153.12,153.55,foreground
test.wav,153.55,153.56,background
test.wav,153.56,153.76,foreground
test.wav,153.76,153.77,background
test.wav,153.77,153.98,foreground
test.wav,153.98,154.0,background
test.wav,154.0,154.13,foreground
test.wav,154.13,154.14,background
test.wav,154.14,154.25,foreground
test.wav,154.25,154.26,background
test.wav,154.26,154.35,foreground
test.wav,154.35,154.37,background
test.wav,154.37,154.38,foreground
test.wav,154.38,154.39,background
test.wav,154.39,154.41,foreground
test.wav,154.41,154.42,background
test.wav,154.42,154.5,foreground
test.wav,154.5,154.51,background
test.wav,154.51,154.74,foreground
test.wav,154.74,154.75,background
test.wav,154.75,154.76,foreground
test.wav,154.76,154.77,background
test.wav,154.77,154.78,foreground
test.wav,154.78,154.93,background
test.wav,154.93,154.94,foreground
test.wav,154.94,154.96,background
test.wav,154.96,154.97,foreground
test.wav,154.97,155.0,background
test.wav,155.0,155.01,foreground
test.wav,155.01,155.17,background
test.wav,155.17,155.23,foreground
test.wav,155.23,155.24,background
test.wav,155.24,155.25,foreground
test.wav,155.25,155.3,background
test.wav,155.3,155.31,foreground
test.wav,155.31,155.37,background
test.wav,155.37,155.38,foreground
test.wav,155.38,155.41,background
test.wav,155.41,155.42,foreground
test.wav,155.42,155.45,background
test.wav,155.45,155.46,foreground
test.wav,155.46,155.48,background
test.wav,155.48,155.49,foreground
test.wav,155.49,155.54,background
test.wav,155.54,155.55,foreground
test.wav,155.55,155.6,background
test.wav,155.6,155.75,foreground
test.wav,155.75,155.76,background
test.wav,155.76,155.79,foreground
test.wav,155.79,155.8,background
test.wav,155.8,155.82,foreground
test.wav,155.82,155.83,background
test.wav,155.83,156.0,foreground
test.wav,156.0,156.01,background
test.wav,156.01,156.02,foreground
test.wav,156.02,156.03,background
test.wav,156.03,156.17,foreground
test.wav,156.17,156.19,background
test.wav,156.19,156.2,foreground
test.wav,156.2,156.26,background
test.wav,156.26,156.28,foreground
test.wav,156.28,156.29,background
test.wav,156.29,156.35,foreground
test.wav,156.35,156.37,background
test.wav,156.37,156.41,foreground
test.wav,156.41,156.43,background
test.wav,156.43,156.46,foreground
test.wav,156.46,156.47,background
test.wav,156.47,156.48,foreground
test.wav,156.48,156.55,background
test.wav,156.55,156.56,foreground
test.wav,156.56,156.57,background
test.wav,156.57,156.63,foreground
test.wav,156.63,156.64,background
test.wav,156.64,156.65,foreground
test.wav,156.65,156.66,background
test.wav,156.66,156.67,foreground
test.wav,156.67,156.68,background
test.wav,156.68,156.69,foreground
test.wav,156.69,156.71,background
test.wav,156.71,156.8,foreground
test.wav,156.8,156.82,background
test.wav,156.82,156.83,foreground
test.wav,156.83,156.85,background
test.wav,156.85,156.87,foreground
test.wav,156.87,156.88,background
test.wav,156.88,156.93,foreground
test.wav,156.93,157.01,background
test.wav,157.01,157.02,foreground
test.wav,157.02,157.04,background
test.wav,157.04,157.05,foreground
test.wav,157.05,157.06,background
test.wav,157.06,157.13,foreground
test.wav,157.13,157.14,background
test.wav,157.14,157.15,foreground
test.wav,157.15,157.19,background
test.wav,157.19,157.23,foreground
test.wav,157.23,157.25,background
test.wav,157.25,157.28,foreground
test.wav,157.28,157.29,background
test.wav,157.29,157.31,foreground
test.wav,157.31,157.32,background
test.wav,157.32,157.51,foreground
test.wav,157.51,157.52,background
test.wav,157.52,157.53,foreground
test.wav,157.53,157.54,background
test.wav,157.54,157.63,foreground
test.wav,157.63,157.66,background
test.wav,157.66,157.69,foreground
test.wav,157.69,157.71,background
test.wav,157.71,157.8,foreground
test.wav,157.8,157.81,background
test.wav,157.81,157.91,foreground
test.wav,157.91,157.92,background
test.wav,157.92,157.99,foreground
test.wav,157.99,158.0,background
test.wav,158.0,158.08,foreground
test.wav,158.08,158.11,background
test.wav,158.11,158.12,foreground
test.wav,158.12,158.18,background
test.wav,158.18,158.21,foreground
test.wav,158.21,158.22,background
test.wav,158.22,158.24,foreground
test.wav,158.24,158.26,background
test.wav,158.26,158.27,foreground
test.wav,158.27,158.3,background
test.wav,158.3,158.31,foreground
test.wav,158.31,158.32,background
test.wav,158.32,158.33,foreground
test.wav,158.33,158.35,background
test.wav,158.35,158.41,foreground
test.wav,158.41,158.44,background
test.wav,158.44,158.92,foreground
test.wav,158.92,158.97,background
test.wav,158.97,158.98,foreground
test.wav,158.98,159.0,background
test.wav,159.0,159.01,foreground
test.wav,159.01,159.02,background
test.wav,159.02,159.12,foreground
test.wav,159.12,159.14,background
test.wav,159.14,159.57,foreground
test.wav,159.57,159.58,background
test.wav,159.58,159.64,foreground
test.wav,159.64,159.65,background
test.wav,159.65,159.66,foreground
test.wav,159.66,159.72,background
test.wav,159.72,159.73,foreground
test.wav,159.73,159.79,background
test.wav,159.79,159.8,foreground
test.wav,159.8,159.81,background
test.wav,159.81,159.82,foreground
test.wav,159.82,159.84,background
test.wav,159.84,159.85,foreground
test.wav,159.85,159.86,background
test.wav,159.86,159.91,foreground
test.wav,159.91,159.92,background
test.wav,159.92,159.95,foreground
test.wav,159.95,159.96,background
test.wav,159.96,160.46,foreground
test.wav,160.46,160.47,background
test.wav,160.47,160.59,foreground
test.wav,160.59,160.6,background
test.wav,160.6,160.64,foreground
test.wav,160.64,160.65,background
test.wav,160.65,160.69,foreground
test.wav,160.69,160.71,background
test.wav,160.71,160.73,foreground
test.wav,160.73,160.74,background
test.wav,160.74,160.75,foreground
test.wav,160.75,160.76,background
test.wav,160.76,160.77,foreground
test.wav,160.77,160.78,background
test.wav,160.78,160.8,foreground
test.wav,160.8,160.83,background
test.wav,160.83,160.84,foreground
test.wav,160.84,160.85,background
test.wav,160.85,160.88,foreground
test.wav,160.88,160.89,background
test.wav,160.89,160.9,foreground
test.wav,160.9,160.91,background
test.wav,160.91,160.93,foreground
test.wav,160.93,160.95,background
test.wav,160.95,160.97,foreground
test.wav,160.97,160.98,background
test.wav,160.98,161.01,foreground
test.wav,161.01,161.02,background
test.wav,161.02,161.03,foreground
test.wav,161.03,161.06,background
test.wav,161.06,161.77,foreground
test.wav,161.77,161.78,background
test.wav,161.78,161.79,foreground
test.wav,161.79,161.8,background
test.wav,161.8,162.17,foreground
test.wav,162.17,162.18,background
test.wav,162.18,162.21,foreground
test.wav,162.21,162.22,background
test.wav,162.22,162.54,foreground
test.wav,162.54,162.55,background
test.wav,162.55,162.57,foreground
test.wav,162.57,162.58,background
test.wav,162.58,162.59,foreground
test.wav,162.59,162.6,background
test.wav,162.6,162.61,foreground
test.wav,162.61,162.62,background
test.wav,162.62,162.68,foreground
test.wav,162.68,162.7,background
test.wav,162.7,164.28,foreground
test.wav,164.28,164.29,background
test.wav,164.29,164.58,foreground
test.wav,164.58,164.62,background
test.wav,164.62,164.63,foreground
test.wav,164.63,164.64,background
test.wav,164.64,164.71,foreground
test.wav,164.71,164.72,background
test.wav,164.72,164.73,foreground
test.wav,164.73,164.75,background
test.wav,164.75,164.8,foreground
test.wav,164.8,164.81,background
test.wav,164.81,164.9,foreground
test.wav,164.9,164.99,background
test.wav,164.99,165.0,foreground
test.wav,165.0,165.2,background
test.wav,165.2,165.23,foreground
test.wav,165.23,165.25,background
test.wav,165.25,165.53,foreground
test.wav,165.53,165.54,background
test.wav,165.54,165.88,foreground
test.wav,165.88,165.96,background
test.wav,165.96,165.97,foreground
test.wav,165.97,166.02,background
test.wav,166.02,166.25,foreground
test.wav,166.25,166.26,background
test.wav,166.26,168.82,foreground
test.wav,168.82,168.94,background
test.wav,168.94,168.96,foreground
test.wav,168.96,168.97,background
test.wav,168.97,169.13,foreground
test.wav,169.13,169.14,background
test.wav,169.14,169.25,foreground
test.wav,169.25,169.28,background
test.wav,169.28,169.3,foreground
test.wav,169.3,169.32,background
test.wav,169.32,169.33,foreground
test.wav,169.33,169.41,background
test.wav,169.41,169.44,foreground
test.wav,169.44,169.45,background
test.wav,169.45,169.47,foreground
test.wav,169.47,169.48,background
test.wav,169.48,169.49,foreground
test.wav,169.49,169.5,background
test.wav,169.5,169.52,foreground
test.wav,169.52,169.55,background
test.wav,169.55,169.57,foreground
test.wav,169.57,169.58,background
test.wav,169.58,169.7,foreground
test.wav,169.7,169.71,background
test.wav,169.71,169.75,foreground
test.wav,169.75,169.76,background
test.wav,169.76,170.55,foreground
test.wav,170.55,170.56,background
test.wav,170.56,170.67,foreground
test.wav,170.67,170.69,background
test.wav,170.69,170.7,foreground
test.wav,170.7,170.72,background
test.wav,170.72,170.73,foreground
test.wav,170.73,170.77,background
test.wav,170.77,170.87,foreground
test.wav,170.87,170.91,background
test.wav,170.91,171.16,foreground
test.wav,171.16,171.25,background
test.wav,171.25,171.26,foreground
test.wav,171.26,171.34,background
test.wav,171.34,171.37,foreground
test.wav,171.37,171.39,background
test.wav,171.39,171.41,foreground
test.wav,171.41,171.44,background
test.wav,171.44,171.47,foreground
test.wav,171.47,171.48,background
test.wav,171.48,171.6,foreground
test.wav,171.6,171.64,background
test.wav,171.64,171.65,foreground
test.wav,171.65,171.68,background
test.wav,171.68,171.71,foreground
test.wav,171.71,171.75,background
test.wav,171.75,171.76,foreground
test.wav,171.76,171.78,background
test.wav,171.78,171.8,foreground
test.wav,171.8,171.87,background
test.wav,171.87,171.94,foreground
test.wav,171.94,171.95,background
test.wav,171.95,172.09,foreground
test.wav,172.09,172.14,background
test.wav,172.14,172.16,foreground
test.wav,172.16,172.17,background
test.wav,172.17,172.3,foreground
test.wav,172.3,172.31,background
test.wav,172.31,172.4,foreground
test.wav,172.4,172.44,background
test.wav,172.44,172.46,foreground
test.wav,172.46,172.47,background
test.wav,172.47,172.57,foreground
test.wav,172.57,172.58,background
test.wav,172.58,172.62,foreground
test.wav,172.62,172.63,background
test.wav,172.63,172.73,foreground
test.wav,172.73,172.75,background
test.wav,172.75,172.85,foreground
test.wav,172.85,172.86,background
test.wav,172.86,172.91,foreground
test.wav,172.91,172.93,background
test.wav,172.93,172.94,foreground
test.wav,172.94,172.95,background
test.wav,172.95,173.01,foreground
test.wav,173.01,173.04,background
test.wav,173.04,173.07,foreground
test.wav,173.07,173.1,background
test.wav,173.1,173.28,foreground
test.wav,173.28,173.29,background
test.wav,173.29,173.3,foreground
test.wav,173.3,173.31,background
test.wav,173.31,173.36,foreground
test.wav,173.36,173.37,background
test.wav,173.37,173.38,foreground
test.wav,173.38,173.39,background
test.wav,173.39,173.4,foreground
test.wav,173.4,173.44,background
test.wav,173.44,173.45,foreground
test.wav,173.45,173.46,background
test.wav,173.46,173.47,foreground
test.wav,173.47,173.5,background
test.wav,173.5,173.51,foreground
test.wav,173.51,173.52,background
test.wav,173.52,173.79,foreground
test.wav,173.79,173.82,background
test.wav,173.82,173.85,foreground
test.wav,173.85,173.87,background
